hhid,mobile_money,bank_account,vsla_account,sacco_account,online_bank_account,no_account,weight,district,hh_location,gender,age,hh_members,highest_grade_completed,mm_account_cancelled,prefer_cash,mm_trust,mm_account_telco_1,mm_account_telco_2,mm_account_telco_3,mm_account_telco_main,undrstd_terms_nd_cond,agent_trust,taken_mm_loan,ntwrk_unavailable_mm_txn,clear_about_txn_fees,txn_ever_failed,agent_ever_not_had_enough_cash,have_copy_of_terms_nd_cond,undrstd_hw_nd_whr_to_complain,had_issue_reslvd_after_complaint,understand_data_mm_providers_collect,been_victim_of_fraud
1466,NA,NA,TRUE,NA,NA,NA,478.85,District_C,Rural,female,40,5,secondary 4,yes,yes,no,,,,,,,,,,,,,,,,
1467,TRUE,NA,NA,NA,NA,NA,609.21,District_B,Rural,female,18,3,secondary 1,no,yes,no,Company_B,,,,no,,,yes,yes,yes,no,no,yes,yes,no,no
1468,NA,NA,NA,NA,NA,TRUE,59.07,District_A,Rural,female,81,2,primary 2,no,no,,,,,,,,,,,,,,,,,
1469,TRUE,NA,TRUE,TRUE,NA,NA,211.14,District_B,Rural,male,55,5,primary 4,no,yes,no,Company_A,,,,no,no,,yes,no,no,yes,no,no,,no,no
1470,TRUE,NA,TRUE,NA,NA,NA,528.27,District_B,Rural,male,35,5,primary 1,no,yes,no,Company_A,Company_C,,Company_A,yes,yes,,no,yes,no,no,no,yes,,no,no
1471,NA,NA,TRUE,NA,NA,NA,317.59,District_B,Rural,male,35,6,primary 4,yes,yes,no,,,,,,no,,no,yes,no,no,no,no,,no,no
1472,NA,NA,TRUE,TRUE,NA,NA,281.17,District_B,Rural,female,53,5,,yes,yes,no,,,,,,no,,no,yes,no,no,no,yes,,no,no
1473,NA,NA,NA,NA,NA,TRUE,879.36,District_B,Rural,male,20,8,secondary 4,no,yes,no,,,,,,,,,,,,,,,,
1474,TRUE,TRUE,TRUE,NA,NA,NA,296.21,District_A,Rural,male,38,1,primary 5,no,yes,no,Company_A,,,,yes,no,no,no,yes,yes,no,,yes,yes,no,no
1475,TRUE,NA,NA,NA,NA,NA,745.43,District_C,Rural,female,34,3,primary 6,no,yes,no,Company_A,Company_B,,Company_A,no,no,,no,yes,no,no,no,yes,,yes,no
1476,NA,NA,TRUE,NA,NA,NA,"3,606.87",District_C,Rural,female,36,6,primary 3,no,yes,no,,,,,,,,,,,,,,,,
1477,NA,NA,TRUE,NA,NA,NA,755.72,District_B,Rural,female,31,4,primary 5,no,yes,no,,,,,,,,,,,,,,,,
1478,NA,NA,NA,NA,NA,TRUE,352.29,District_C,Rural,female,48,9,primary 4,yes,yes,,,,,,,,,no,no,no,no,,no,,no,no
1479,TRUE,NA,TRUE,TRUE,NA,NA,591.38,District_C,Rural,male,58,6,primary 5,no,yes,no,Company_A,,,,yes,,,yes,yes,no,yes,no,yes,,no,no
1480,TRUE,NA,TRUE,NA,NA,NA,652.81,District_B,Rural,male,42,6,primary 2,no,yes,no,Company_A,,,,yes,,no,yes,no,yes,yes,no,no,yes,no,yes
1481,TRUE,NA,TRUE,NA,NA,NA,618.62,District_C,Rural,female,31,4,primary 3,no,yes,no,Company_A,,,,yes,no,no,yes,no,no,no,no,yes,,no,no
1482,TRUE,NA,NA,NA,NA,NA,265.27,District_A,Rural,female,20,3,primary 5,no,yes,no,Company_B,,,,yes,,,yes,yes,no,yes,no,no,yes,no,yes
1483,NA,NA,NA,NA,NA,TRUE,892.75,District_B,Rural,female,31,4,,no,no,yes,,,,,,,,,,,,,,,,
1484,NA,NA,NA,TRUE,NA,NA,656.28,District_C,Rural,female,36,5,primary 4,yes,yes,no,,,,,,,,no,yes,no,no,no,no,,no,no
1485,TRUE,NA,TRUE,TRUE,NA,NA,383.82,District_C,Rural,male,35,7,primary 5,no,yes,no,Company_B,,,,yes,no,,no,yes,no,yes,no,yes,,no,no
1486,NA,NA,NA,NA,NA,TRUE,"1,709.42",District_B,Rural,female,63,4,,no,yes,,,,,,,,,,,,,,,,,
1487,TRUE,NA,NA,NA,NA,NA,291.89,District_A,Urban,female,30,4,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,no,yes,no,yes,no,yes,,no,no
1488,NA,NA,NA,NA,NA,TRUE,664.69,District_B,Rural,female,38,7,,yes,yes,no,,,,,,,,no,no,no,no,no,yes,yes,no,no
1489,NA,NA,NA,NA,NA,TRUE,179.3,District_A,Rural,male,31,4,primary 2,no,yes,no,,,,,,,,,,,,,,,,
1490,TRUE,TRUE,TRUE,NA,NA,NA,887.33,District_A,Urban,male,26,5,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,,,yes,yes,yes,yes,yes,no,yes,,no,no
1491,TRUE,TRUE,NA,NA,NA,NA,90.26,District_A,Urban,male,25,1,university,no,no,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1492,TRUE,TRUE,NA,NA,NA,NA,"1,273.70",District_A,Urban,female,24,9,university,no,yes,yes,Company_A,,,,,,,yes,no,no,yes,no,no,,no,no
1493,NA,NA,TRUE,TRUE,NA,NA,270.93,District_C,Rural,female,80,2,primary 5,no,yes,no,,,,,,,,,,,,,,,,
1494,TRUE,NA,TRUE,NA,NA,NA,211.14,District_B,Rural,male,28,4,primary 2,no,,yes,Company_A,,,,yes,,,yes,no,yes,no,no,no,,no,no
1495,TRUE,NA,TRUE,NA,NA,NA,995.21,District_A,Urban,male,22,11,,no,yes,no,Company_B,,,,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no
1496,TRUE,TRUE,NA,TRUE,NA,NA,522.94,District_C,Rural,male,34,4,primary 3,no,yes,no,Company_B,,,,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1497,TRUE,NA,NA,NA,NA,NA,151.74,District_B,Rural,female,45,7,,no,yes,no,Company_A,Company_B,,Company_A,yes,,,yes,yes,no,no,no,yes,,no,no
1498,TRUE,NA,NA,TRUE,NA,NA,247.95,District_C,Rural,male,34,4,secondary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,no,no,yes,no,yes,,no,no
1499,NA,NA,TRUE,TRUE,NA,NA,289.37,District_B,Rural,male,30,4,primary 3,no,yes,no,,,,,,,,,,,,,,,,
1500,TRUE,TRUE,TRUE,NA,NA,NA,583.78,District_A,Urban,male,43,9,secondary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,no,yes,no,yes,,no,no
1501,TRUE,TRUE,NA,TRUE,NA,NA,108.49,District_A,Rural,female,31,3,primary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,yes,no,yes,,no,no
1502,TRUE,NA,TRUE,NA,NA,NA,625.23,District_B,Rural,male,40,7,primary 5,no,yes,no,Company_B,,,,yes,,,no,yes,yes,no,no,no,,no,no
1503,NA,NA,NA,TRUE,NA,NA,"2,066.07",District_B,Rural,female,72,5,primary 1,no,yes,,,,,,,,,,,,,,,,,
1504,TRUE,TRUE,TRUE,TRUE,NA,NA,388.13,District_B,Rural,female,55,7,secondary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,no,yes,yes,no,yes,yes,yes,no
1505,NA,NA,TRUE,TRUE,NA,NA,314.58,District_C,Rural,female,26,3,secondary 2,yes,yes,no,,,,,,,,no,yes,no,no,no,no,,no,no
1506,TRUE,NA,TRUE,NA,NA,NA,227.63,District_B,Rural,female,35,6,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,yes,yes,no,no,,no,no
1507,TRUE,TRUE,TRUE,NA,NA,NA,317.9,District_C,Urban,female,24,3,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,yes,no,no,yes,no,no,yes,yes,,yes,no
1508,TRUE,NA,NA,TRUE,NA,NA,159.98,District_C,Rural,female,69,4,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,yes,no,yes,,no,no
1509,TRUE,NA,TRUE,NA,NA,NA,390.51,District_B,Rural,male,63,4,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,yes,no,no,no,yes,,no,no
1510,TRUE,NA,TRUE,NA,NA,NA,329.13,District_C,Rural,female,46,4,primary 6,no,yes,no,Company_B,,,,yes,no,,no,no,no,no,no,yes,,yes,no
1511,TRUE,NA,NA,NA,NA,NA,89.39,District_B,Rural,female,33,3,primary 3,no,yes,no,Company_A,Company_B,,Company_B,yes,,,yes,no,no,no,no,no,,yes,no
1512,TRUE,NA,NA,NA,NA,NA,340.79,District_C,Rural,male,23,5,primary 6,no,yes,yes,Company_A,Company_B,Company_C,Company_B,yes,yes,no,yes,yes,yes,yes,no,yes,,yes,no
1513,TRUE,NA,NA,TRUE,NA,NA,261.47,District_C,Rural,female,45,3,primary 3,no,yes,no,Company_B,,,,no,no,,yes,yes,no,yes,no,no,,no,no
1514,NA,NA,NA,NA,NA,TRUE,212.68,District_C,Rural,male,55,4,primary 2,yes,yes,no,,,,,,no,,no,no,no,no,no,yes,,no,no
1515,TRUE,TRUE,NA,NA,NA,NA,70.32,District_A,Rural,male,38,3,primary 6,no,yes,no,Company_A,Company_B,,Company_A,no,no,no,yes,yes,no,yes,no,yes,yes,no,no
1516,TRUE,TRUE,TRUE,TRUE,NA,NA,172.14,District_C,Rural,female,53,4,primary 6,no,no,no,Company_B,,,,yes,no,no,,,,,,,,,
1517,NA,NA,NA,NA,NA,TRUE,591.7,District_C,Rural,male,19,4,secondary 3,yes,yes,no,,,,,,no,,no,yes,no,no,no,yes,,no,no
1518,NA,TRUE,NA,NA,NA,NA,248.93,District_A,Urban,female,52,6,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1519,TRUE,NA,NA,NA,NA,NA,188.69,District_A,Urban,female,38,4,primary 2,no,yes,no,Company_A,Company_B,,Company_A,,yes,,no,yes,no,no,no,yes,,no,no
1520,TRUE,TRUE,NA,NA,NA,NA,108.19,District_A,Urban,male,52,7,secondary 1,no,yes,no,Company_A,Company_B,,Company_B,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,no
1521,TRUE,NA,TRUE,NA,NA,NA,941.76,District_A,Urban,male,41,4,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes
1522,TRUE,NA,TRUE,NA,NA,NA,367.53,District_C,Urban,male,19,6,secondary 3,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,yes,yes,no,yes,yes,yes,yes
1523,NA,NA,NA,NA,NA,TRUE,157.29,District_C,Rural,female,78,3,,yes,yes,no,,,,,,,,no,no,yes,no,no,no,,no,yes
1524,TRUE,NA,TRUE,NA,NA,NA,369.3,District_B,Rural,female,53,6,primary 4,no,yes,no,Company_A,,,,no,no,,no,no,no,no,no,yes,,no,no
1525,NA,NA,TRUE,TRUE,NA,NA,"1,171.66",District_B,Rural,female,54,2,,no,no,no,,,,,,,,,,,,,,,,
1526,NA,NA,TRUE,TRUE,NA,NA,305.81,District_B,Rural,female,52,6,,yes,yes,no,,,,,,,,yes,yes,no,no,no,yes,,no,no
1527,NA,NA,NA,NA,NA,TRUE,"3,737.97",District_C,Rural,female,38,6,primary 1,no,yes,,,,,,,,,,,,,,,,,
1528,TRUE,TRUE,NA,NA,NA,NA,108.19,District_A,Urban,male,51,8,secondary 6,no,yes,no,Company_A,Company_B,Company_C,Company_A,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,no
1529,TRUE,NA,NA,NA,NA,NA,180.51,District_A,Urban,female,37,7,secondary 3,no,yes,no,Company_A,,,,no,no,no,yes,yes,yes,yes,no,no,,no,yes
1530,TRUE,NA,NA,NA,NA,NA,265.27,District_A,Rural,female,33,4,secondary 5,no,yes,no,Company_A,Company_B,,Company_A,no,no,no,yes,no,no,no,no,no,,no,no
1531,TRUE,NA,TRUE,TRUE,NA,NA,391.6,District_B,Rural,female,48,5,secondary 6,no,yes,no,Company_A,,,,yes,no,no,no,yes,no,no,no,yes,,no,no
1532,TRUE,NA,TRUE,NA,NA,NA,203.07,District_B,Rural,female,28,4,primary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,no,yes,no,no,no,yes,,yes,no
1533,TRUE,TRUE,NA,NA,NA,NA,525.93,District_A,Rural,male,39,5,primary 4,no,,no,Company_A,Company_B,,Company_A,yes,no,,yes,yes,no,no,no,yes,,no,no
1534,NA,NA,NA,NA,NA,TRUE,381.64,District_A,Rural,male,18,6,secondary 4,no,,,,,,,,,,,,,,,,,,
1535,TRUE,TRUE,NA,NA,NA,NA,641.63,District_A,Urban,male,27,5,university,no,yes,no,Company_A,Company_B,,Company_A,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes
1536,NA,TRUE,NA,NA,NA,NA,270.57,District_A,Urban,female,69,6,,no,yes,,,,,,,,,,,,,,,,,
1537,TRUE,NA,TRUE,TRUE,NA,NA,314.58,District_C,Rural,female,29,5,primary 6,no,yes,no,Company_B,,,,yes,no,yes,no,yes,no,yes,no,yes,,no,no
1538,TRUE,TRUE,TRUE,NA,NA,NA,137.94,District_A,Rural,male,25,7,university,no,yes,no,Company_A,,,,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes
1539,NA,NA,NA,NA,NA,TRUE,179.3,District_A,Rural,female,27,2,tvet,no,yes,no,,,,,,,,,,,,,,,,
1540,NA,NA,TRUE,TRUE,NA,NA,251.23,District_C,Rural,female,78,2,,no,yes,,,,,,,,,,,,,,,,,
1541,TRUE,TRUE,TRUE,TRUE,NA,NA,458.26,District_C,Rural,female,36,4,primary 4,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,yes,yes,no,yes,no,yes,,yes,no
1542,TRUE,NA,TRUE,TRUE,NA,NA,321.05,District_C,Rural,female,30,4,primary 3,no,yes,no,Company_B,,,,yes,,,no,no,no,,no,no,,no,no
1543,TRUE,TRUE,TRUE,TRUE,NA,NA,541.87,District_C,Rural,female,56,6,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,no,no,no,yes,no,no,yes,no,yes,no,yes,yes
1544,TRUE,TRUE,TRUE,NA,NA,NA,497.61,District_A,Urban,female,42,9,primary 6,no,yes,yes,Company_A,Company_B,,Company_B,no,,,no,yes,no,no,no,yes,yes,yes,no
1545,TRUE,NA,NA,TRUE,NA,NA,327.94,District_B,Rural,male,38,5,,no,yes,no,Company_A,,,,yes,no,,no,no,no,no,no,no,,no,no
1546,TRUE,NA,TRUE,TRUE,NA,NA,105.53,District_B,Rural,female,58,3,primary 4,no,yes,no,Company_A,,,,,,,no,yes,no,yes,no,no,,no,no
1547,TRUE,NA,TRUE,TRUE,NA,NA,267.62,District_A,Rural,male,45,6,primary 6,no,yes,no,Company_B,,,,no,no,,no,yes,no,yes,no,no,,yes,no
1548,TRUE,NA,NA,NA,NA,NA,196.98,District_B,Rural,female,37,8,primary 6,no,yes,no,Company_B,,,,no,,,yes,no,no,yes,no,no,,no,no
1549,TRUE,NA,TRUE,TRUE,NA,NA,337.16,District_C,Rural,female,26,3,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,yes,,yes,yes,no,no,no,yes,,yes,no
1550,TRUE,TRUE,TRUE,NA,NA,NA,135.28,District_A,Urban,male,55,4,secondary 3,no,yes,no,Company_A,,,,yes,yes,,yes,yes,yes,yes,no,yes,,no,no
1551,TRUE,NA,TRUE,TRUE,NA,NA,149.89,District_B,Rural,male,30,6,primary 4,no,yes,,Company_A,,,,yes,,,no,no,no,,no,yes,,yes,no
1552,TRUE,NA,TRUE,NA,NA,NA,330.51,District_C,Rural,female,35,6,primary 6,no,yes,no,Company_B,,,,,no,,yes,yes,no,no,no,no,,no,no
1553,NA,NA,NA,NA,NA,TRUE,451.86,District_A,Urban,female,22,8,secondary 5,yes,no,no,,,,,,no,,yes,yes,yes,yes,no,yes,,no,no
1554,TRUE,NA,NA,NA,NA,NA,191.77,District_C,Rural,male,23,3,primary 5,no,yes,no,Company_B,,,,yes,,,no,no,no,yes,no,yes,yes,no,no
1555,TRUE,TRUE,NA,NA,NA,NA,151.47,District_A,Urban,male,45,5,university,no,yes,no,Company_A,Company_B,,Company_A,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,no
1556,TRUE,NA,TRUE,NA,NA,NA,176.25,District_B,Rural,male,46,5,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,,,yes,no,no,yes,no,yes,,yes,no
1557,NA,NA,TRUE,TRUE,NA,NA,"1,127.92",District_B,Rural,female,39,5,,no,yes,,,,,,,,,,,,,,,,,
1558,NA,TRUE,NA,NA,NA,NA,108.49,District_A,Rural,female,32,3,tvet,no,yes,no,,,,,,,,,yes,no,,no,,,,no
1559,TRUE,TRUE,TRUE,NA,NA,NA,331.74,District_A,Urban,male,66,4,,no,yes,no,Company_A,Company_B,,Company_B,yes,,,yes,yes,yes,yes,no,yes,,no,no
1560,NA,NA,TRUE,TRUE,NA,NA,"1,453.06",District_B,Rural,female,37,3,primary 3,no,yes,,,,,,,,,,,,,,,,,
1561,NA,NA,NA,NA,NA,TRUE,566.47,District_A,Urban,female,35,5,,no,yes,no,,,,,,,,,,,,,,,,
1562,TRUE,TRUE,NA,NA,NA,NA,132.64,District_A,Rural,male,42,4,primary 6,no,yes,no,Company_A,Company_B,,Company_A,yes,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes
1563,TRUE,NA,TRUE,NA,NA,NA,273.75,District_B,Rural,female,26,5,,no,yes,no,Company_B,,,,yes,no,,yes,yes,yes,yes,no,yes,yes,no,no
1564,NA,NA,TRUE,NA,NA,NA,268,District_B,Rural,female,77,5,primary 3,yes,yes,no,,,,,,,,no,no,no,no,no,yes,,no,no
1565,NA,NA,TRUE,TRUE,NA,NA,260.82,District_C,Rural,female,69,3,,no,yes,,,,,,,,,,,,,,,,,
1566,TRUE,NA,NA,NA,NA,NA,123,District_C,Rural,female,43,5,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,,,no,no,no,no,no,no,,no,no
1567,TRUE,NA,NA,TRUE,NA,NA,298.03,District_C,Rural,female,36,5,primary 6,no,yes,no,Company_B,,,,yes,no,,no,yes,no,no,no,yes,,no,no
1568,TRUE,NA,NA,NA,NA,NA,227.2,District_A,Urban,female,82,4,primary 6,no,yes,yes,Company_A,,,,yes,no,,yes,yes,no,yes,no,no,no,yes,no
1569,TRUE,NA,NA,NA,NA,NA,216.38,District_A,Urban,male,22,2,secondary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,no,yes,yes,no,yes,no,yes,,yes,no
1570,TRUE,NA,NA,TRUE,NA,NA,454.02,District_C,Rural,female,32,6,primary 6,no,yes,no,Company_B,,,,yes,no,,yes,no,no,no,no,yes,,no,no
1571,NA,NA,NA,NA,NA,TRUE,"3,035.91",District_C,Rural,male,51,5,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1572,NA,NA,TRUE,NA,NA,NA,270.93,District_C,Rural,female,36,5,primary 3,no,yes,no,,,,,,,,,,,,,,,,
1573,TRUE,NA,NA,NA,NA,NA,191.91,District_C,Rural,female,18,2,secondary 3,no,yes,no,Company_B,,,,no,no,,no,yes,no,no,no,no,,no,no
1574,TRUE,TRUE,TRUE,TRUE,NA,NA,70.32,District_A,Rural,male,26,1,secondary 3,no,yes,yes,Company_A,Company_B,,Company_A,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no
1575,TRUE,NA,TRUE,TRUE,NA,NA,388.13,District_B,Rural,female,27,4,primary 4,no,yes,no,Company_A,Company_B,,Company_B,yes,no,no,yes,yes,no,yes,no,yes,yes,no,no
1576,TRUE,NA,TRUE,TRUE,NA,NA,469.85,District_A,Rural,male,64,8,primary 3,no,yes,no,Company_A,Company_B,,Company_A,no,,,no,no,no,no,no,yes,,yes,yes
1577,TRUE,NA,NA,NA,NA,NA,385.33,District_C,Rural,male,63,5,primary 4,no,yes,no,Company_B,,,,no,no,,no,yes,no,no,no,yes,,no,no
1578,NA,NA,TRUE,NA,NA,NA,505.15,District_C,Rural,female,64,4,primary 5,yes,yes,no,,,,,,no,,no,no,no,yes,no,no,,no,no
1579,NA,NA,NA,NA,NA,TRUE,"1,043.75",District_B,Rural,female,59,4,,no,no,no,,,,,,,,,,,,,,,,
1580,TRUE,NA,TRUE,NA,NA,NA,101.91,District_B,Rural,male,28,4,primary 3,no,yes,no,Company_A,,,,yes,,,no,yes,no,no,no,no,,no,no
1581,NA,NA,NA,TRUE,NA,NA,211.79,District_C,Rural,male,30,4,primary 4,no,yes,no,,,,,,,,,,,,,,,,
1582,TRUE,NA,TRUE,NA,NA,NA,174.34,District_C,Rural,male,45,5,primary 6,no,yes,yes,Company_B,,,,yes,,,no,yes,no,yes,no,yes,,no,no
1583,NA,TRUE,NA,NA,NA,NA,91.26,District_A,Urban,female,68,4,secondary 6,no,yes,yes,,,,,,,,,,,,,,,,
1584,TRUE,NA,TRUE,NA,NA,NA,188.69,District_A,Urban,male,20,1,primary 5,no,yes,no,Company_B,,,,yes,no,,no,yes,no,yes,no,yes,,yes,no
1585,NA,NA,NA,NA,NA,TRUE,511.55,District_A,Urban,female,18,5,primary 6,no,,yes,,,,,,,,,,,,,,,,
1586,TRUE,NA,NA,TRUE,NA,NA,214.49,District_C,Rural,female,25,4,secondary 5,no,yes,no,Company_A,Company_B,,Company_A,yes,no,no,yes,yes,no,no,no,yes,,no,no
1587,TRUE,NA,TRUE,TRUE,NA,NA,216.59,District_B,Rural,male,55,6,primary 5,no,yes,no,Company_A,Company_B,,Company_B,no,no,,yes,no,yes,yes,no,yes,yes,no,no
1588,TRUE,NA,NA,NA,NA,NA,625.85,District_A,Urban,female,19,2,secondary 1,no,yes,no,Company_A,,,,yes,,no,yes,yes,no,no,no,yes,,yes,no
1589,NA,NA,NA,NA,NA,TRUE,"1,053.44",District_B,Rural,female,30,4,primary 6,no,yes,,,,,,,,,,,,,,,,,
1590,NA,NA,NA,NA,NA,TRUE,266.63,District_A,Urban,female,30,8,,no,yes,no,,,,,,,,,,,,,,,,
1591,TRUE,TRUE,NA,NA,NA,NA,180.62,District_C,Urban,female,26,5,university,no,yes,no,Company_A,,,,yes,no,,yes,yes,no,yes,no,yes,,yes,no
1592,TRUE,TRUE,NA,NA,NA,NA,525.93,District_A,Rural,female,40,2,secondary 3,no,yes,no,Company_A,,,,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,yes
1593,TRUE,NA,NA,TRUE,NA,NA,604.8,District_C,Rural,male,35,6,primary 5,no,yes,no,Company_B,,,,yes,no,,no,yes,no,no,no,no,,no,no
1594,TRUE,TRUE,NA,NA,NA,NA,125.17,District_A,Urban,female,24,6,secondary 6,no,yes,no,Company_A,Company_C,,Company_A,yes,,,yes,no,no,no,no,yes,,yes,no
1595,NA,TRUE,NA,NA,NA,NA,603.27,District_A,Rural,male,44,4,primary 6,yes,yes,yes,,,,,,,,no,no,no,yes,,no,,no,no
1596,TRUE,TRUE,TRUE,TRUE,NA,NA,312.8,District_C,Rural,female,40,6,primary 1,no,yes,no,Company_A,Company_B,,Company_A,yes,no,,yes,no,no,yes,no,yes,,yes,no
1597,NA,NA,NA,NA,NA,TRUE,"1,129.22",District_B,Rural,female,66,3,,no,yes,,,,,,,,,,,,,,,,,
1598,NA,NA,TRUE,TRUE,NA,NA,287.83,District_C,Rural,male,36,5,primary 6,no,yes,no,,,,,,,,,,,,,,,,
1599,NA,NA,NA,TRUE,NA,NA,"1,608.89",District_C,Rural,female,24,5,primary 2,yes,yes,no,,,,,,,,no,yes,no,no,no,no,no,no,yes
1600,TRUE,NA,TRUE,TRUE,NA,NA,530.55,District_A,Rural,male,54,5,tvet,no,yes,no,Company_A,,,,,,,no,yes,no,no,no,yes,,no,yes
1601,TRUE,TRUE,NA,TRUE,NA,NA,250.34,District_A,Urban,male,33,3,secondary 6,no,yes,yes,Company_A,Company_B,,Company_A,yes,yes,,yes,no,no,yes,no,yes,,no,no
1602,TRUE,TRUE,TRUE,NA,NA,NA,533.46,District_A,Rural,male,25,5,secondary 4,no,yes,no,Company_A,Company_B,,Company_A,yes,,,yes,yes,no,no,no,yes,,no,no
1603,TRUE,TRUE,TRUE,TRUE,NA,NA,221.6,District_B,Rural,female,28,5,primary 6,no,,no,Company_B,,,,yes,no,,yes,yes,no,yes,no,yes,yes,yes,no
1604,TRUE,TRUE,NA,NA,NA,NA,45.98,District_A,Rural,male,30,1,primary 6,no,yes,no,Company_A,Company_B,,Company_B,yes,no,,no,yes,no,yes,no,yes,,no,no
1605,NA,NA,TRUE,TRUE,NA,NA,212.46,District_A,Urban,male,45,4,,no,yes,,,,,,,,,,,,,,,,,
1606,TRUE,NA,NA,NA,NA,NA,216.38,District_A,Urban,male,42,5,primary 6,no,yes,yes,Company_A,Company_B,,Company_A,no,no,,yes,yes,yes,yes,no,yes,no,no,yes
1607,NA,NA,TRUE,TRUE,NA,NA,201.28,District_C,Rural,female,65,3,other,no,yes,no,,,,,,,,,,,,,,,,
1608,TRUE,TRUE,NA,NA,NA,NA,949.98,District_A,Urban,male,56,6,,no,yes,no,Company_A,Company_B,,Company_A,yes,yes,,no,yes,no,no,no,yes,yes,no,no
1609,NA,NA,NA,NA,NA,TRUE,656.28,District_C,Rural,female,36,5,primary 3,no,yes,no,,,,,,,,,,,,,,,,
1610,NA,NA,NA,NA,NA,TRUE,385.33,District_C,Rural,female,40,5,primary 5,no,yes,,,,,,,,,,,,,,,,,
1611,TRUE,TRUE,NA,NA,NA,NA,284.44,District_A,Urban,male,25,7,university,no,yes,no,Company_A,Company_B,,Company_A,no,,no,yes,yes,no,yes,no,yes,,no,yes
1612,NA,TRUE,TRUE,NA,NA,NA,259.1,District_A,Rural,female,42,7,secondary 1,yes,yes,no,,,,,,,,no,yes,no,yes,no,yes,,yes,no
1613,TRUE,NA,TRUE,NA,NA,NA,196.94,District_C,Rural,female,22,2,primary 6,no,yes,no,Company_B,Company_C,,Company_B,,no,,no,no,no,no,no,no,,no,no
1614,NA,NA,TRUE,NA,NA,NA,180.01,District_B,Rural,female,53,1,,yes,yes,no,,,,,,,,no,yes,no,no,,no,,no,no
1615,TRUE,NA,NA,TRUE,NA,NA,331.74,District_A,Urban,male,40,6,secondary 3,no,yes,no,Company_A,,,,,no,yes,yes,no,yes,yes,no,yes,,no,no
1616,TRUE,TRUE,TRUE,TRUE,NA,NA,170.66,District_A,Urban,female,45,4,secondary 6,no,yes,no,Company_A,,,,yes,no,,yes,no,yes,yes,no,yes,,yes,no
1617,TRUE,NA,NA,NA,NA,NA,206.54,District_C,Urban,female,28,5,secondary 2,no,yes,no,Company_B,,,,yes,no,no,no,yes,no,no,no,yes,,no,no
1618,TRUE,TRUE,TRUE,TRUE,NA,NA,164.57,District_C,Rural,female,55,5,,no,yes,no,Company_A,Company_B,,Company_B,no,,,yes,no,no,yes,no,yes,,no,no
1619,TRUE,TRUE,NA,NA,NA,NA,377.37,District_A,Urban,male,38,7,primary 6,no,yes,no,Company_A,,,,yes,no,,yes,no,yes,yes,no,no,yes,no,no
1620,NA,NA,NA,NA,NA,TRUE,"1,709.42",District_B,Rural,male,48,5,primary 6,yes,yes,no,,,,,,no,,yes,yes,no,yes,no,no,,yes,no
1621,NA,NA,NA,NA,NA,TRUE,330.51,District_C,Rural,female,36,7,primary 1,yes,yes,no,,,,,,,,no,yes,no,no,no,yes,,no,yes
1622,NA,NA,NA,NA,NA,TRUE,235.81,District_C,Rural,female,34,4,primary 3,yes,yes,no,,,,,,no,,no,yes,no,no,no,no,,no,no
1623,TRUE,NA,NA,NA,NA,NA,210.97,District_A,Rural,female,19,5,primary 6,no,yes,no,Company_A,Company_B,Company_C,Company_A,no,yes,,yes,no,no,yes,no,yes,yes,no,no
